"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.prompt_fill","Input.category","Input.foodtype","Input.image_1_url_full","Input.image_2_url_full","Input.image_1_url","Input.image_2_url","Input.image_1","Input.image_2","Answer.caloric","Answer.healthy","Answer.homemade","Answer.tag1_1","Answer.tag1_2","Answer.tag1_3","Answer.tag2_1","Answer.tag2_2","Answer.tag2_3","Answer.tasty","Approve","Reject"
"3ACRLU860NZ2ILSQRGH23BTUZ16BE1","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 08:55:06 PDT 2021","1","BatchId:4557836;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 08:55:06 PDT 2021","","","3MB8LZR5BGEK3E364HM04TYWV0QLKX","A1TO20GNODKZ3P","Approved","Sun Sep 19 09:20:32 PDT 2021","Sun Sep 19 10:06:57 PDT 2021","Mon Sep 20 10:06:57 PDT 2021","Mon Sep 20 10:07:08 PDT 2021","","","2785","100% (111/111)","100% (111/111)","100% (111/111)","contains rice that appears","rice","rice","https://kristinagligoric.github.io/DU41ZQLW0AI_y8i.jpg","https://kristinagligoric.github.io/103305.jpg","https://kristinagligoric.github.io/AI_y8i.jpg","https://kristinagligoric.github.io/103305.jpg","T","R","2","1","2","Good","","","Wonderful","","","1"
"3XU80RHWHZ105KAONVV2MBBXCKV44I","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 08:55:06 PDT 2021","1","BatchId:4557836;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 08:55:06 PDT 2021","","","3ZAZR5XV023MP58MR5WBOPWM50OCZT","A2W1VYVDM9D695","Approved","Sun Sep 19 09:13:46 PDT 2021","Sun Sep 19 09:31:34 PDT 2021","Mon Sep 20 09:31:34 PDT 2021","Mon Sep 20 09:32:06 PDT 2021","","","1068","100% (104/104)","100% (104/104)","100% (104/104)","contains rice that appears","rice","rice","https://kristinagligoric.github.io/038639.jpg","https://kristinagligoric.github.io/DAmygHnXkAAoBzx.jpg","https://kristinagligoric.github.io/038639.jpg","https://kristinagligoric.github.io/AAoBzx.jpg","R","T","1","1","1","Caloric","Healthy","","Likable","Yummy","","2"
"3UDTAB6HH6KK32YZLP4RRGW0H0T903","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 08:55:06 PDT 2021","1","BatchId:4557836;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 08:55:06 PDT 2021","","","317HQ483I8DJLJG3GRH345N88R1INL","ADBDQ7FTFHKCR","Approved","Sun Sep 19 09:20:36 PDT 2021","Sun Sep 19 09:28:22 PDT 2021","Mon Sep 20 09:28:22 PDT 2021","Mon Sep 20 09:29:06 PDT 2021","","","466","100% (26/26)","100% (7/7)","100% (7/7)","contains rice that appears","rice","rice","https://kristinagligoric.github.io/015472.jpg","https://kristinagligoric.github.io/EPd_AL4WsAI2xJy.jpg","https://kristinagligoric.github.io/015472.jpg","https://kristinagligoric.github.io/AI2xJy.jpg","R","T","2","1","1","homemade","bland","ugly","professional","tasty","nice presentation","2"
"3ZVPAMTJWNONI656T8TG3TJAU3OGR0","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 08:55:07 PDT 2021","1","BatchId:4557836;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 08:55:07 PDT 2021","","","3EO896NRAXGDB75TV5OFP580AOKTJH","A3Q8LEAXTIF0UF","Approved","Sun Sep 19 09:48:52 PDT 2021","Sun Sep 19 09:50:30 PDT 2021","Mon Sep 20 09:50:30 PDT 2021","Mon Sep 20 09:51:06 PDT 2021","","","98","100% (101/101)","100% (101/101)","100% (101/101)","contains rice that appears","rice","rice","https://kristinagligoric.github.io/042610.jpg","https://kristinagligoric.github.io/EU_1dtaXYAAD_s0.jpg","https://kristinagligoric.github.io/042610.jpg","https://kristinagligoric.github.io/AAD_s0.jpg","R","T","2","2","1","Home-made","Delicate","Healthy","Flavorful","Juicy","Yummy","2"
"388FBO7JZRE2PZYEU7Y519L4Y2OYNR","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 08:55:07 PDT 2021","1","BatchId:4557836;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 08:55:07 PDT 2021","","","3TE3O85731T0PWUTKVDSQ9L1KS42RT","A1IPGN174J694F","Approved","Sun Sep 19 09:57:25 PDT 2021","Sun Sep 19 09:59:16 PDT 2021","Mon Sep 20 09:59:16 PDT 2021","Mon Sep 20 10:00:06 PDT 2021","","","111","100% (14/14)","100% (14/14)","100% (14/14)","contains rice that appears","rice","rice","https://kristinagligoric.github.io/089781.jpg","https://kristinagligoric.github.io/DDOS2nTXcAAiPq3.jpg","https://kristinagligoric.github.io/089781.jpg","https://kristinagligoric.github.io/AAiPq3.jpg","R","T","2","1","2","Unflavored","On the Side","Clean","Saucy","Underneath","Salty","2"
"35ZRNT9RUIJJRH12615SQ4PWFBZ3O6","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 08:55:00 PDT 2021","1","BatchId:4557836;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 08:55:00 PDT 2021","","","3I7DHKZYGOLVL387BJFW7RAU1E75FP","A1TW2BZRRS874Z","Approved","Sun Sep 19 09:05:38 PDT 2021","Sun Sep 19 09:06:18 PDT 2021","Mon Sep 20 09:06:18 PDT 2021","Mon Sep 20 09:07:06 PDT 2021","","","40","100% (274/274)","100% (227/227)","100% (178/178)","contains rice that appears","rice","rice","https://kristinagligoric.github.io/DXD-BQeXcAAFKjb.jpg","https://kristinagligoric.github.io/090576.jpg","https://kristinagligoric.github.io/AAFKjb.jpg","https://kristinagligoric.github.io/090576.jpg","T","R","1","2","1","I would give a try","","","would never try","","","1"
"3FTID4TN8LJC1ZVTIUIQOHHFT7OYLP","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 08:55:06 PDT 2021","1","BatchId:4557836;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 08:55:06 PDT 2021","","","3ZSY5X72NYWEW3JY7TBPXMO4LXSORD","A3DZCWB0J90PHT","Approved","Sun Sep 19 09:32:56 PDT 2021","Sun Sep 19 09:33:58 PDT 2021","Mon Sep 20 09:33:58 PDT 2021","Mon Sep 20 09:34:07 PDT 2021","","","62","100% (22/22)","100% (22/22)","100% (22/22)","contains rice that appears","rice","rice","https://kristinagligoric.github.io/008732.jpg","https://kristinagligoric.github.io/C-zCwcbXgAEG9sC.jpg","https://kristinagligoric.github.io/008732.jpg","https://kristinagligoric.github.io/AEG9sC.jpg","R","T","2","1","1","fluffy","white","steamed","white","oily","ample","1"
"31J7RYECZLBFBTKQ65BHAU65MMG1LV","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 08:55:07 PDT 2021","1","BatchId:4557836;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 08:55:07 PDT 2021","","","34V1S5K3GTMI3XH8DGP9P12JUBU69L","A345TDMHP3DQ3G","Approved","Sun Sep 19 09:36:58 PDT 2021","Sun Sep 19 09:37:23 PDT 2021","Mon Sep 20 09:37:23 PDT 2021","Mon Sep 20 09:38:06 PDT 2021","","","25","100% (513/513)","100% (483/483)","100% (456/456)","contains rice that appears","rice","rice","https://kristinagligoric.github.io/074011.jpg","https://kristinagligoric.github.io/DHuaHpCXkAAK3OZ.jpg","https://kristinagligoric.github.io/074011.jpg","https://kristinagligoric.github.io/AAK3OZ.jpg","R","T","2","1","1","plain","fluffy","","creamy","saucey","","2"
"3E9VAUV7BWZV5G4PL3T0F314ZVQAYK","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 08:55:00 PDT 2021","1","BatchId:4557836;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 08:55:00 PDT 2021","","","3OS4RQUCRA0XAJPGCT69ADAMBATFB0","A1IYHQPPOACU83","Approved","Sun Sep 19 09:07:26 PDT 2021","Sun Sep 19 09:08:30 PDT 2021","Mon Sep 20 09:08:30 PDT 2021","Mon Sep 20 09:09:06 PDT 2021","","","64","100% (92/92)","100% (91/91)","100% (91/91)","contains rice that appears","rice","rice","https://kristinagligoric.github.io/DrPM52BXcAIGsxs.jpg","https://kristinagligoric.github.io/072736.jpg","https://kristinagligoric.github.io/AIGsxs.jpg","https://kristinagligoric.github.io/072736.jpg","T","R","1","2","2","colorful","varied","natural","tasteful","oily","easy to combine","2"
"368IUKXGA5T0900L43G5M766Z7X6PW","3MVRTDU8OF8COBJWF9FB3M7NXZVF5S","Which food do you like more? Choose between two images and tell us why!","Examine two images containing food, tell us which food you like more, and annotate the images with a word or a short phrase.","images, food, choice, labels, annotation","$0.15","Sun Sep 19 08:55:07 PDT 2021","1","BatchId:4557836;OriginalHitTemplateId:928390889;","21600","86400","Tue Sep 21 08:55:07 PDT 2021","","","3MYYFCXHJ4SJ3K028Y24KK4S2XF4GL","AH82EEADJMW6A","Approved","Sun Sep 19 09:22:46 PDT 2021","Sun Sep 19 09:24:02 PDT 2021","Mon Sep 20 09:24:02 PDT 2021","Mon Sep 20 09:24:07 PDT 2021","","","76","100% (51/51)","100% (51/51)","100% (51/51)","contains rice that appears","rice","rice","https://kristinagligoric.github.io/070387.jpg","https://kristinagligoric.github.io/C3Kr2TZWcAAmPsC.jpg","https://kristinagligoric.github.io/070387.jpg","https://kristinagligoric.github.io/AAmPsC.jpg","R","T","1","1","1","served with stew","served with beans","more complete meal","rice by itself","browned pieces","toasted rice","1"
